T00|T01|T02|T03|T04|doc_id
0.4290585102015974|0.5471879999259315|0.007850644940528832|0.007933064174121568|0.007969780757820665|164
0.6348245736843121|0.005375190409065942|0.3491008686480547|0.0053450745372529505|0.005354292721314201|165
0.23490817824708457|0.6774344170046456|0.028957912995986827|0.029075045307084994|0.029624446445197978|166
0.8593774780777181|0.07180168904407894|0.0028158969493892586|0.0028140743613155206|0.06319086156749829|167
0.37953818849307913|0.6126057180919416|0.002637586389921208|0.0025884874545346525|0.0026300195705234097|168
0.04032789121176817|0.04013718203556273|0.04011180511724922|0.8391921461871981|0.040230975448221844|169
0.9435148871770427|0.004848452295836754|0.004815666868425004|0.04201998884888013|0.004801004809815334|170
0.7153247995476275|0.07735070275055661|0.19368342204123704|0.006772015897466744|0.006869059763112081|171
0.8599497922701114|0.06728251849943791|0.07072212524358|0.001021328395310872|0.0010242355915598702|172
0.7316772117696894|0.06723480585985536|0.06702084182102723|0.06677816664244186|0.06728897390698625|173
0.9877205992558722|0.003067862153075137|0.0030511690339242257|0.003067513326586698|0.003092856230541701|174
0.08535545051871936|0.004368384856065891|0.90164180223553|0.004308188363036283|0.0043261740266485596|175
0.19355044294738166|0.6546991177541754|0.019391445580203937|0.09998524367747542|0.032373750040763545|176
0.3331627629952978|0.014643658702121518|0.6231894232676127|0.014521405226210161|0.014482749808757725|177
0.0063730760849931055|0.006628600549817799|0.006499242353850248|0.23680452384797032|0.7436945571633685|178
0.26305822011054597|0.0033868404116159678|0.0033704937227865142|0.0033928966065432525|0.7267915491485083|179
0.9029743948246888|0.08516896648362332|0.004018427394322007|0.0038877355491865532|0.003950475748179344|180
0.5580353243507998|0.39733211780963873|0.001388725611732463|0.04187144483806915|0.0013723873897598558|181
0.05785749625536684|0.9212866483633217|0.0009757541424185928|0.018908157881720858|0.0009719433571719225|182
0.5738706928430689|0.19674435952191371|0.01068795486054254|0.2078542692223489|0.010842723552126055|183
0.9259955537492078|0.018280294794842368|0.01830892335486759|0.018472250841972307|0.018942977259109865|184
0.722647787185549|0.23062296936019394|0.015634315576508163|0.015586969387504696|0.015507958490244339|185
0.10448458392168535|0.6413375447024255|0.18810462863571661|0.0013989261055324229|0.06467431663464013|186
0.6509275046064583|0.013679669831730785|0.013465893545679217|0.013442245466144644|0.308484686549987|187
0.005656390407026244|0.0056066863974839525|0.005583040895708404|0.059954428051305964|0.9231994542484754|188
0.013917530273023825|0.013598076865197949|0.013506195667681409|0.9453086484666364|0.013669548727460425|189
0.3756798716620697|0.0014956925465038431|0.0014560719434518583|0.3037603448530049|0.31760801899496965|190
0.8805206910333637|0.052071663448607065|0.06568599105771383|0.0008592512521677839|0.0008624032081477622|191
0.0037801312313526735|0.056451594928137276|0.932464098292324|0.0036917171888790346|0.0036124583593070514|192
0.009218475123067088|0.00920485302952413|0.009255048639229796|0.36929245896303386|0.6030291642451451|193
0.002425611914334937|0.33615589950205976|0.002375642867745523|0.0023717520057896548|0.6566710937100702|194
0.10124514301406654|0.8517277169115661|0.0031112047403782828|0.04084066006258475|0.0030752752714041836|195
0.7654945323774556|0.009254672410150459|0.009275994365288512|0.11072746267435431|0.10524733817275107|196
0.7581463258943489|0.013603549384409247|0.013499858820061087|0.20110016600285863|0.013650099898322218|197
0.4166666508633894|0.5663724101254398|0.005590809612073526|0.005534388204458594|0.005835741194638565|198
0.8809068313704822|0.004243758858762776|0.10635458185634898|0.0042220437052312276|0.004272784209174805|199
0.19800038011109408|0.004137745894522764|0.00422163681976389|0.004126612128359314|0.78951362504626|200
0.6878463610342805|0.003786676498524464|0.22813902082121337|0.03883111663329528|0.041396825012686315|201
0.6072381231170741|0.3328188493952625|0.053519497651268046|0.00321597794942268|0.0032075518869725942|202
0.8848213927322524|0.02893133240469222|0.028609491845065234|0.028945964562218974|0.02869181845577112|203
0.937706454938644|0.015498788953442227|0.015623472037228893|0.015588350360878942|0.015582933709806023|204
0.9018992556350792|0.0893230078462544|0.002952561926304313|0.0028881314864660406|0.002937043105896068|205
0.3094173119843442|0.003742336634590891|0.0037632597638323187|0.5059015401051481|0.17717555151208444|206
0.2147412248603623|0.007068057163285001|0.22196396161938936|0.5492172755848868|0.00700948077207659|207
0.01298987572327806|0.6103470440841449|0.01291365151643402|0.012816625990318065|0.35093280268582494|208
0.4029062798415265|0.15473272908423127|0.4271075020202562|0.007582171458320442|0.007671317595665568|209
0.9321903346179499|0.017210050916280126|0.016956985716633725|0.016938540169264996|0.016704088579871226|210
0.320940438778251|0.28901210601763977|0.004486126076425973|0.0044489624344278625|0.3811123666932554|211
0.43685587238904616|0.007208398247338414|0.007179420822411254|0.007195486460562309|0.5415608220806419|212
0.4678308258527543|0.004419329838891058|0.0044397716379795844|0.34745984893991133|0.17585022373046358|213
0.36812957845926686|0.3614971030446467|0.005845273110452008|0.005604875358680533|0.25892317002695414|214
0.4460942888106029|0.05185655611831875|0.003785346689631241|0.003766706250707289|0.49449710213073983|215
0.020803951247298693|0.020378038283436962|0.020051593667104253|0.918478425882077|0.02028799092008304|216
0.37277334429384973|0.0027381540727645227|0.0027709934228311453|0.6190810201992134|0.0026364880113412363|217
0.08394028699260966|0.00577665779000671|0.005858972935026539|0.005751301893515039|0.898672780388842|218
0.004725761704367212|0.004711517005019318|0.042509824799272|0.94332565391981|0.0047272425715314|219
0.9496101898124184|0.012634817648535895|0.012609363493846873|0.01258130477499499|0.012564324270203783|220
0.04103902386876631|0.8374860559018916|0.04059328989566026|0.04029129088262393|0.04059033945105796|221
0.8994880532238774|0.0069646215474292545|0.00700314939467602|0.07954387941880812|0.00700029641520915|222
0.01589996191067043|0.14802567769891048|0.47680000371444525|0.3435897525705267|0.015684604105447215|223
0.011904735152699266|0.012009244387758973|0.3660676214901345|0.2983693125048617|0.3116490864645456|224
0.6414428357034043|0.2714431776453675|0.028881254532017012|0.02879095963469099|0.029441772484520203|225
0.8844854135411913|0.004857201614376193|0.0048030732972922955|0.004872918932149263|0.10098139261499096|226
0.3279966885246233|0.004206856338709486|0.1088675088779981|0.004194169117567183|0.554734777141102|227
0.6532748491443496|0.01006579684510138|0.01004012424496049|0.010112911804731704|0.3165063179608568|228
0.797268209711432|0.006054968932433834|0.18477575131392054|0.005942184534397296|0.005958885507816324|229
0.702481830597962|0.2757932861797868|0.007266970226010644|0.007257889602628112|0.007200023393612324|230
0.005712981157235774|0.9773239933236467|0.005702741001892879|0.0056699556641024145|0.005590328853122165|231
0.00801642135429222|0.008067254799282676|0.008023246597422536|0.9678109441016273|0.008082133147375336|232
0.10678461135233525|0.49710814075183957|0.00332563702908854|0.0033079365452544293|0.38947367432148206|233
0.010149189529168672|0.33742076850213115|0.010077768998682932|0.6322234095081914|0.010128863461825717|234
0.9899557216846641|0.0025319765592025268|0.0024881889070962797|0.0025189730511201817|0.0025051397979171264|235
