doc_id|term_str|n|tfidf|sentiment|sentiment_weighted_count
57|advise|1|8.635899465946382|1.0|1.0
57|agree|1|6.372865060112588|1.0|1.0
57|constitutional|1|10.957827560833744|1.0|1.0
57|corruption|1|8.372865060112588|-1.0|-1.0
57|ethical|1|8.45532722030456|1.0|1.0
57|expert|1|8.220861966667538|1.0|1.0
57|forced|1|7.498395942196447|-1.0|-1.0
57|freedom|1|6.684809066427328|1.0|1.0
57|giving|2|11.575805118782863|1.0|2.0
57|government|3|12.717027940133391|-1.0|-3.0
57|happy|1|6.498395942196447|1.0|1.0
57|important|2|5.10253643095841|1.0|2.0
57|kind|1|4.225377447790031|1.0|1.0
57|lawyer|1|8.294862548111315|-1.0|-1.0
57|legal|2|10.608770644459645|1.0|2.0
57|lobbyist|3|34.6283701846647|-1.0|-3.0
57|luxury|1|9.083358442917604|1.0|1.0
57|money|10|32.096347112442835|1.0|10.0
57|presence|1|7.116525306852802|1.0|1.0
57|prohibition|1|10.5427900615549|-1.0|-1.0
57|provide|1|4.629900725324939|1.0|1.0
57|public|2|10.725761943079933|1.0|2.0
57|question|1|4.849303104055575|1.0|1.0
57|reason|2|7.999516482599325|1.0|2.0
57|represented|1|7.735435139497296|1.0|1.0
57|ruin|1|10.5427900615549|-1.0|-1.0
57|speech|2|13.470870278994592|1.0|2.0
57|spent|1|7.455327220304561|-1.0|-1.0
57|talk|1|5.498395942196447|1.0|1.0
58|center|1|6.684809066427328|1.0|1.0
58|collapse|1|8.635899465946382|-1.0|-1.0
58|core|1|7.019228105497887|1.0|1.0
58|decay|1|8.083358442917604|-1.0|-1.0
58|force|1|5.48750762605371|-1.0|-1.0
58|greater|1|6.988201209877262|1.0|1.0
58|lost|1|6.393042942050218|-1.0|-1.0
58|main|1|4.537165512361022|1.0|1.0
58|pull|4|27.595735487120702|1.0|4.0
58|question|2|9.69860620811115|1.0|2.0
58|radioactive|1|7.957827560833744|-1.0|-1.0
58|sun|1|6.257387842692652|1.0|1.0
59|epidemic|1|10.5427900615549|-1.0|-1.0
59|rising|1|7.294862548111315|1.0|1.0
60|atom|1|7.5427900615549|1.0|1.0
60|badly|1|8.294862548111315|-1.0|-1.0
60|bonds|1|6.133399125417198|-1.0|-1.0
60|composed|1|9.083358442917604|1.0|1.0
60|core|1|7.019228105497887|1.0|1.0
60|degree|1|7.083358442917603|1.0|1.0
60|explosion|1|8.220861966667538|-1.0|-1.0
60|finally|1|5.393042942050218|1.0|1.0
60|gain|1|5.972934453223952|1.0|1.0
60|important|1|2.551268215479205|1.0|1.0
60|information|1|3.972934453223952|1.0|1.0
60|learning|1|5.870364719583405|1.0|1.0
60|lesser|1|9.083358442917604|-1.0|-1.0
60|numbers|1|5.304385322229821|1.0|1.0
60|powerful|1|5.565510138054983|1.0|1.0
60|row|1|9.220861966667538|-1.0|-1.0
60|share|2|10.150369022943805|1.0|2.0
60|shell|7|59.7995304308843|-1.0|-7.0
60|steal|1|8.735435139497296|-1.0|-1.0
60|whore|1|12.5427900615549|-1.0|-1.0
60|worth|1|4.9354597478052895|1.0|1.0
61|distracting|1|9.735435139497296|-1.0|-1.0
61|hanging|1|9.372865060112588|-1.0|-1.0
61|hazardous|1|9.957827560833744|-1.0|-1.0
61|officer|1|8.635899465946382|1.0|1.0
61|prove|1|6.842350343413808|1.0|1.0
61|rear|2|17.470870278994592|-1.0|-2.0
61|reason|1|3.9997582412996624|1.0|1.0
62|money|1|3.209634711244284|1.0|1.0
63|constant|2|14.166716885835203|1.0|2.0
63|information|1|3.972934453223952|1.0|1.0
63|lower|1|4.455327220304561|-1.0|-1.0
63|messy|1|7.635899465946381|-1.0|-1.0
63|radio|1|6.684809066427328|1.0|1.0
63|remains|1|7.455327220304561|0.0|0.0
63|small|1|3.5885937511680246|-1.0|-1.0
63|technology|1|5.684809066427328|1.0|1.0
64|absence|1|8.842350343413807|-1.0|-1.0
64|anarchist|1|10.957827560833744|-1.0|-1.0
64|government|4|16.956037253511187|-1.0|-4.0
64|interference|1|7.842350343413808|-1.0|-1.0
64|intervention|1|8.842350343413807|0.0|0.0
65|beating|1|8.842350343413807|-1.0|-1.0
65|fight|1|6.239009313377797|-1.0|-1.0
65|nerve|1|7.185238056936816|1.0|1.0
66|cherry|1|10.957827560833744|1.0|1.0
66|completely|4|21.69539595532557|1.0|4.0
66|crap|1|10.5427900615549|-1.0|-1.0
66|drinking|1|6.635899465946381|-1.0|-1.0
66|explain|1|5.099846565706172|1.0|1.0
66|fall|2|11.657089087777557|-1.0|-2.0
66|falling|1|7.294862548111315|-1.0|-1.0
66|feeling|1|5.554105374782735|0.0|0.0
66|gold|1|7.455327220304561|1.0|1.0
66|holy|1|9.372865060112588|1.0|1.0
66|hope|1|4.697300010610525|1.0|1.0
66|increase|1|5.185238056936816|1.0|1.0
66|inhibit|1|11.5427900615549|-1.0|-1.0
66|interesting|1|6.898933871780176|1.0|1.0
66|love|1|7.455327220304561|1.0|1.0
66|major|1|5.684809066427328|1.0|1.0
66|paralysis|2|21.0855801231098|-1.0|-2.0
66|question|1|4.849303104055575|1.0|1.0
66|shed|1|9.957827560833744|-1.0|-1.0
66|shoot|1|8.735435139497296|-1.0|-1.0
66|subject|1|6.133399125417198|-1.0|-1.0
66|true|1|5.276003520859999|1.0|1.0
66|unaware|1|11.5427900615549|-1.0|-1.0
66|worry|1|6.660147012193059|-1.0|-1.0
68|annihilated|1|12.5427900615549|-1.0|-1.0
68|assured|1|10.957827560833744|1.0|1.0
68|destruction|1|8.294862548111315|-1.0|-1.0
68|full|1|5.33333669592595|1.0|1.0
68|launch|1|8.635899465946382|1.0|1.0
68|leader|1|7.455327220304561|1.0|1.0
68|lose|1|5.50936706001745|-1.0|-1.0
