doc_id|term_str|n|tfidf|sentiment|sentiment_weighted_count
1575|real|1|4.248169312663273|1.0|1.0
1575|save|1|5.635899465946381|1.0|1.0
1576|badly|1|8.294862548111315|-1.0|-1.0
1576|bargain|1|10.220861966667538|1.0|1.0
1576|case|1|4.571246507604128|-1.0|-1.0
1576|extra|1|4.870364719583405|1.0|1.0
1576|good|2|5.730140839827783|1.0|2.0
1576|income|1|4.5427900615549|0.0|0.0
1576|increase|1|5.185238056936816|1.0|1.0
1576|inflation|1|6.898933871780176|-1.0|-1.0
1576|interest|2|9.56247765822084|1.0|2.0
1576|loss|1|5.372865060112588|-1.0|-1.0
1576|numbers|1|5.304385322229821|1.0|1.0
1576|pretty|1|5.531562806131646|1.0|1.0
1576|real|4|16.99267725065309|1.0|4.0
1576|safe|1|4.995895601667264|1.0|1.0
1576|spouse|1|9.735435139497296|1.0|1.0
1576|stocks|1|5.423848988831392|-1.0|-1.0
1577|calls|2|15.271798931892762|-1.0|-2.0
1577|case|1|4.571246507604128|-1.0|-1.0
1577|choice|1|6.034995421356204|1.0|1.0
1577|exchange|1|5.76143034803024|1.0|1.0
1577|expire|1|8.842350343413807|-1.0|-1.0
1577|full|1|5.33333669592595|1.0|1.0
1577|interest|1|4.78123882911042|1.0|1.0
1577|option|1|5.60027555621566|1.0|1.0
1577|pay|2|7.338691898079047|1.0|2.0
1577|share|2|10.150369022943805|1.0|2.0
1577|strike|3|21.77216352807796|-1.0|-3.0
1578|assets|1|5.884578578803105|1.0|1.0
1578|case|1|4.571246507604128|-1.0|-1.0
1578|chosen|1|6.787902559391432|1.0|1.0
1578|continue|1|5.972934453223952|1.0|1.0
1578|death|3|18.555714170810447|-1.0|-3.0
1578|money|3|9.628904133732853|1.0|3.0
1578|mutual|2|13.915655121667488|1.0|2.0
1578|option|1|5.60027555621566|1.0|1.0
1578|pay|4|14.677383796158097|1.0|4.0
1578|payment|1|5.588593751168025|-1.0|-1.0
1578|spouse|1|9.735435139497296|1.0|1.0
1578|stocks|1|5.423848988831392|-1.0|-1.0
1578|surrender|1|11.5427900615549|-1.0|-1.0
1579|avoid|1|4.735435139497296|-1.0|-1.0
1579|pay|1|3.669345949039524|1.0|1.0
1579|proper|1|6.133399125417198|1.0|1.0
1579|tax|1|4.684809066427328|-1.0|-1.0
1580|balance|1|5.393042942050218|1.0|1.0
1580|crazy|1|8.45532722030456|-1.0|-1.0
1580|credit|4|19.566953481503887|1.0|4.0
1580|deal|1|5.928080217439692|1.0|1.0
1580|disturbed|1|10.5427900615549|-1.0|-1.0
1580|effort|1|7.083358442917603|1.0|1.0
1580|excellent|1|9.083358442917604|1.0|1.0
1580|finally|1|5.393042942050218|1.0|1.0
1580|granted|1|10.5427900615549|1.0|1.0
1580|intervention|1|8.842350343413807|0.0|0.0
1580|lower|1|4.455327220304561|-1.0|-1.0
1580|medical|2|9.783476740751944|1.0|2.0
1580|negotiate|1|8.45532722030456|1.0|1.0
1580|pay|1|3.669345949039524|1.0|1.0
1580|reason|1|3.9997582412996624|1.0|1.0
1580|statement|2|14.038456210995774|1.0|2.0
1580|wait|1|6.76143034803024|-1.0|-1.0
1581|cash|3|16.118595180337763|1.0|3.0
1581|deal|7|41.49656152207784|1.0|7.0
1581|knowing|1|7.588593751168025|1.0|1.0
1581|pay|1|3.669345949039524|1.0|1.0
1582|risk|1|4.348033207132652|-1.0|-1.0
1582|stone|1|8.45532722030456|-1.0|-1.0
1583|bad|1|4.703586273457956|-1.0|-1.0
1583|earn|1|6.498395942196447|1.0|1.0
1583|job|1|5.042944174471695|1.0|1.0
1583|loss|1|5.372865060112588|-1.0|-1.0
1583|money|1|3.209634711244284|1.0|1.0
1583|share|1|5.075184511471902|1.0|1.0
1584|benefit|1|6.116525306852802|1.0|1.0
1584|bonds|2|12.266798250834396|-1.0|-2.0
1584|general|1|4.60615212255233|1.0|1.0
1584|inflation|1|6.898933871780176|-1.0|-1.0
1584|pick|1|6.393042942050218|1.0|1.0
1584|protect|1|4.78123882911042|1.0|1.0
1584|protecting|1|7.498395942196447|1.0|1.0
1584|retirement|1|6.202940058670276|0.0|0.0
1584|savings|1|6.067056630588502|1.0|1.0
1584|stable|1|6.239009313377797|1.0|1.0
1584|stocks|2|10.847697977662785|-1.0|-2.0
1584|withdraw|2|16.91065444060912|-1.0|-2.0
1585|bad|2|9.407172546915913|-1.0|-2.0
1585|bizarre|1|10.957827560833744|-1.0|-1.0
1585|credit|4|19.566953481503887|1.0|4.0
1585|discourage|1|9.5427900615549|-1.0|-1.0
1585|general|1|4.60615212255233|1.0|1.0
1585|government|1|4.239009313377797|-1.0|-1.0
1585|increase|1|5.185238056936816|1.0|1.0
1585|interest|1|4.78123882911042|1.0|1.0
1585|lower|1|4.455327220304561|-1.0|-1.0
1585|maximum|1|7.413507044609934|1.0|1.0
1585|money|3|9.628904133732853|1.0|3.0
1585|pressure|1|4.965361233519151|-1.0|-1.0
1585|reserve|1|8.294862548111315|1.0|1.0
1585|savings|1|6.067056630588502|1.0|1.0
1585|share|1|5.075184511471902|1.0|1.0
1586|case|1|4.571246507604128|-1.0|-1.0
1586|count|1|6.842350343413808|1.0|1.0
1586|deduct|1|8.735435139497296|-1.0|-1.0
1586|dependency|1|11.5427900615549|-1.0|-1.0
1586|dependent|1|8.220861966667538|0.0|0.0
1586|expenses|3|17.363707678174293|-1.0|-3.0
1586|fall|1|5.8285445438887775|-1.0|-1.0
1586|gross|1|8.220861966667538|-1.0|-1.0
1586|including|1|3.74512853570114|1.0|1.0
1586|income|9|40.885110553994096|0.0|0.0
1586|incur|1|9.735435139497296|-1.0|-1.0
1586|numbers|1|5.304385322229821|1.0|1.0
1586|pay|1|3.669345949039524|1.0|1.0
1586|producing|2|15.17718750233605|1.0|2.0
1586|receiving|1|7.413507044609934|1.0|1.0
1586|status|2|13.915655121667488|1.0|2.0
1586|tax|4|18.739236265709312|-1.0|-4.0
1587|cheap|1|6.870364719583405|-1.0|-1.0
1587|model|1|6.612052723992014|1.0|1.0
1587|sense|1|4.434265604776731|1.0|1.0
1588|feature|1|7.588593751168025|1.0|1.0
1589|avoid|1|4.735435139497296|-1.0|-1.0
1589|good|1|2.8650704199138914|1.0|1.0
1590|default|1|7.455327220304561|-1.0|-1.0
1590|mutual|1|6.957827560833744|1.0|1.0
1590|stocks|2|10.847697977662785|-1.0|-2.0
1591|tax|1|4.684809066427328|-1.0|-1.0
1592|cash|1|5.372865060112588|1.0|1.0
1592|choice|1|6.034995421356204|1.0|1.0
1592|remains|1|7.455327220304561|0.0|0.0
1593|income|1|4.5427900615549|0.0|0.0
1594|bonds|1|6.133399125417198|-1.0|-1.0
1594|cash|1|5.372865060112588|1.0|1.0
1594|diversified|1|7.898933871780176|1.0|1.0
1594|electric|1|7.735435139497296|1.0|1.0
1594|interest|1|4.78123882911042|1.0|1.0
1594|investigate|1|8.842350343413807|1.0|1.0
1594|overpriced|1|9.5427900615549|-1.0|-1.0
1594|true|1|5.276003520859999|1.0|1.0
1594|unique|1|6.099846565706172|1.0|1.0
1594|utility|1|9.735435139497296|1.0|1.0
1594|vanguard|1|9.957827560833744|1.0|1.0
1595|ability|1|5.577005776892813|1.0|1.0
1595|ahead|1|7.735435139497296|1.0|1.0
1595|cash|1|5.372865060112588|1.0|1.0
1595|criticism|1|8.45532722030456|-1.0|-1.0
1595|defense|1|7.684809066427328|1.0|1.0
1595|emergency|1|6.003631250446869|-1.0|-1.0
1595|enjoy|1|6.842350343413808|1.0|1.0
1595|equity|1|7.372865060112588|1.0|1.0
1595|excellent|1|9.083358442917604|1.0|1.0
1595|fair|1|6.220861966667538|1.0|1.0
1595|good|1|2.8650704199138914|1.0|1.0
1595|hit|1|6.034995421356204|-1.0|-1.0
1595|include|1|4.418668749725713|1.0|1.0
1595|included|1|7.635899465946381|1.0|1.0
1595|interest|1|4.78123882911042|1.0|1.0
1595|jump|1|7.898933871780176|1.0|1.0
1595|lost|2|12.786085884100435|-1.0|-2.0
1595|offer|1|5.372865060112588|1.0|1.0
1595|pay|1|3.669345949039524|1.0|1.0
1595|payment|1|5.588593751168025|-1.0|-1.0
1595|prime|1|8.635899465946382|1.0|1.0
1595|retirement|2|12.405880117340551|0.0|0.0
1595|savings|1|6.067056630588502|1.0|1.0
1595|treat|1|5.957827560833744|0.0|0.0
1596|careful|1|6.787902559391432|1.0|1.0
1596|delayed|2|18.745730120225176|-1.0|-2.0
1596|exchange|1|5.76143034803024|1.0|1.0
1596|kind|2|8.450754895580062|1.0|2.0
1596|level|1|4.906165441011251|1.0|1.0
1596|outstanding|1|7.957827560833744|0.0|0.0
1596|pay|1|3.669345949039524|1.0|1.0
1596|prepared|1|7.957827560833744|1.0|1.0
1596|question|2|9.69860620811115|1.0|2.0
1596|quote|4|33.49146024045035|0.0|0.0
1596|real|1|4.248169312663273|1.0|1.0
1596|split|1|6.814869606991701|-1.0|-1.0
1596|task|1|7.635899465946381|1.0|1.0
1597|case|1|4.571246507604128|-1.0|-1.0
1597|forward|2|13.684700686827616|1.0|2.0
1597|gain|3|17.918803359671855|1.0|3.0
1597|loss|2|10.745730120225176|-1.0|-2.0
1597|offset|1|7.787902559391432|1.0|1.0
1597|pay|2|7.338691898079047|1.0|2.0
1597|share|1|5.075184511471902|1.0|1.0
1598|clump|1|9.735435139497296|-1.0|-1.0
1598|credited|1|9.372865060112588|1.0|1.0
1598|decline|1|8.220861966667538|-1.0|-1.0
1598|equity|1|7.372865060112588|1.0|1.0
1598|good|3|8.595211259741674|1.0|3.0
1598|highest|1|6.957827560833744|0.0|0.0
1598|hope|1|4.697300010610525|1.0|1.0
1598|lesson|1|10.220861966667538|1.0|1.0
1598|lower|2|8.910654440609122|-1.0|-2.0
1598|luck|1|7.635899465946381|1.0|1.0
1598|money|1|3.209634711244284|1.0|1.0
1598|pay|1|3.669345949039524|1.0|1.0
1598|pretty|2|11.063125612263292|1.0|2.0
1598|question|1|4.849303104055575|1.0|1.0
1598|real|1|4.248169312663273|1.0|1.0
1598|reason|2|7.999516482599325|1.0|2.0
1598|share|2|10.150369022943805|1.0|2.0
1598|stocks|3|16.271546966494178|-1.0|-3.0
1598|subject|1|6.133399125417198|-1.0|-1.0
1598|sunset|1|10.220861966667538|1.0|1.0
1598|surprise|1|9.220861966667538|1.0|1.0
1598|ultimately|1|6.842350343413808|1.0|1.0
1598|wait|1|6.76143034803024|-1.0|-1.0
1599|manage|1|5.48750762605371|1.0|1.0
1599|management|1|6.185238056936816|1.0|1.0
1600|advantage|1|6.476700871097128|1.0|1.0
1600|adverse|1|10.5427900615549|-1.0|-1.0
1600|assets|1|5.884578578803105|1.0|1.0
1600|avoid|4|18.941740557989185|-1.0|-4.0
1600|bad|1|4.703586273457956|-1.0|-1.0
1600|balance|1|5.393042942050218|1.0|1.0
1600|case|1|4.571246507604128|-1.0|-1.0
1600|cash|3|16.118595180337763|1.0|3.0
1600|credit|2|9.783476740751944|1.0|2.0
1600|debt|1|5.842350343413808|-1.0|-1.0
1600|discourage|1|9.5427900615549|-1.0|-1.0
1600|eat|1|5.623926824280305|1.0|1.0
1600|emergency|7|42.02541875312808|-1.0|-7.0
1600|equity|2|14.745730120225176|1.0|2.0
1600|expenses|2|11.575805118782863|-1.0|-2.0
1600|fall|2|11.657089087777557|-1.0|-2.0
1600|food|1|4.60615212255233|1.0|1.0
1600|general|1|4.60615212255233|1.0|1.0
1600|good|6|17.19042251948335|1.0|6.0
1600|horizon|1|7.684809066427328|1.0|1.0
1600|important|1|2.551268215479205|1.0|1.0
1600|inefficient|1|9.083358442917604|-1.0|-1.0
1600|interest|1|4.78123882911042|1.0|1.0
1600|job|1|5.042944174471695|1.0|1.0
1600|lose|1|5.50936706001745|-1.0|-1.0
1600|loss|1|5.372865060112588|-1.0|-1.0
1600|lowering|1|9.220861966667538|-1.0|-1.0
1600|luck|1|7.635899465946381|1.0|1.0
1600|minimize|1|8.083358442917604|-1.0|-1.0
1600|money|11|35.30598182368712|1.0|11.0
1600|pay|4|14.677383796158097|1.0|4.0
1600|primary|1|7.050936965225225|1.0|1.0
1600|prudent|1|11.5427900615549|1.0|1.0
1600|real|1|4.248169312663273|1.0|1.0
1600|recommend|3|18.94191411317706|1.0|3.0
1600|retirement|4|24.811760234681103|0.0|0.0
1600|risk|4|17.39213282853061|-1.0|-4.0
1600|savings|1|6.067056630588502|1.0|1.0
1600|sense|1|4.434265604776731|1.0|1.0
1600|share|1|5.075184511471902|1.0|1.0
1600|spook|1|12.5427900615549|-1.0|-1.0
1600|stocks|1|5.423848988831392|-1.0|-1.0
1600|unexpected|1|7.588593751168025|0.0|0.0
1600|vanguard|1|9.957827560833744|1.0|1.0
1600|volatility|1|7.588593751168025|-1.0|-1.0
1600|worry|1|6.660147012193059|-1.0|-1.0
1600|worth|1|4.9354597478052895|1.0|1.0
1601|assets|1|5.884578578803105|1.0|1.0
1601|balance|1|5.393042942050218|1.0|1.0
1601|case|1|4.571246507604128|-1.0|-1.0
1601|cash|1|5.372865060112588|1.0|1.0
1601|credit|1|4.891738370375972|1.0|1.0
1601|equity|1|7.372865060112588|1.0|1.0
1601|greater|1|6.988201209877262|1.0|1.0
1601|income|2|9.0855801231098|0.0|0.0
1601|incur|1|9.735435139497296|-1.0|-1.0
1601|negative|1|5.722611099139712|-1.0|-1.0
1601|obvious|1|7.413507044609934|1.0|1.0
1601|pay|1|3.669345949039524|1.0|1.0
1601|problem|1|4.654046812656641|-1.0|-1.0
1601|real|1|4.248169312663273|1.0|1.0
1601|splendid|1|12.5427900615549|1.0|1.0
1601|statement|2|14.038456210995774|1.0|2.0
1601|wait|1|6.76143034803024|-1.0|-1.0
1602|case|1|4.571246507604128|-1.0|-1.0
1602|numbers|1|5.304385322229821|1.0|1.0
1602|stocks|1|5.423848988831392|-1.0|-1.0
1603|benefit|1|6.116525306852802|1.0|1.0
1603|diversified|1|7.898933871780176|1.0|1.0
1603|guarantee|1|7.185238056936816|1.0|1.0
1603|information|1|3.972934453223952|1.0|1.0
1603|pay|1|3.669345949039524|1.0|1.0
1603|problem|1|4.654046812656641|-1.0|-1.0
1603|risk|1|4.348033207132652|-1.0|-1.0
1603|success|2|14.58972509622263|1.0|2.0
1604|adventurous|1|12.5427900615549|1.0|1.0
1604|income|1|4.5427900615549|0.0|0.0
1604|john|1|7.635899465946381|-1.0|-1.0
1604|respect|1|6.928080217439692|1.0|1.0
1604|vanguard|1|9.957827560833744|1.0|1.0
1604|worthy|1|10.957827560833744|1.0|1.0
1605|advise|1|8.635899465946382|1.0|1.0
1605|calls|1|7.635899465946381|-1.0|-1.0
1605|equity|1|7.372865060112588|1.0|1.0
1605|expire|1|8.842350343413807|-1.0|-1.0
1606|deduct|1|8.735435139497296|-1.0|-1.0
1606|expenses|1|5.787902559391432|-1.0|-1.0
1606|expert|1|8.220861966667538|1.0|1.0
1606|fair|1|6.220861966667538|1.0|1.0
1606|grandmother|1|11.5427900615549|1.0|1.0
1606|question|1|4.849303104055575|1.0|1.0
1606|tax|1|4.684809066427328|-1.0|-1.0
1607|case|1|4.571246507604128|-1.0|-1.0
1607|credit|1|4.891738370375972|1.0|1.0
1607|found|2|10.847697977662785|1.0|2.0
1607|fraud|2|14.996791884392891|-1.0|-2.0
1607|including|1|3.74512853570114|1.0|1.0
1607|incorrect|1|9.5427900615549|-1.0|-1.0
1607|information|1|3.972934453223952|1.0|1.0
1607|kind|3|12.676132343370092|1.0|3.0
1607|lead|1|4.9354597478052895|1.0|1.0
1607|limited|1|5.76143034803024|-1.0|-1.0
1607|major|1|5.684809066427328|1.0|1.0
1607|payment|3|16.765781253504073|-1.0|-3.0
1607|pioneer|1|10.220861966667538|1.0|1.0
1607|polish|1|10.220861966667538|1.0|1.0
1607|protect|1|4.78123882911042|1.0|1.0
1607|providing|1|6.735435139497296|1.0|1.0
1607|rejected|1|10.5427900615549|-1.0|-1.0
1607|score|1|6.635899465946381|1.0|1.0
1607|store|1|5.48750762605371|1.0|1.0
1607|verified|2|19.470870278994592|1.0|2.0
1608|agree|1|6.372865060112588|1.0|1.0
1608|bad|1|4.703586273457956|-1.0|-1.0
1608|case|1|4.571246507604128|-1.0|-1.0
1608|interest|1|4.78123882911042|1.0|1.0
1608|partner|1|7.735435139497296|1.0|1.0
1608|pool|1|8.083358442917604|1.0|1.0
1608|stocks|1|5.423848988831392|-1.0|-1.0
1609|good|2|5.730140839827783|1.0|2.0
1609|luck|1|7.635899465946381|1.0|1.0
1610|share|1|5.075184511471902|1.0|1.0
1611|money|2|6.419269422488568|1.0|2.0
1611|question|1|4.849303104055575|1.0|1.0
1612|assets|2|11.76915715760621|1.0|2.0
1612|bankruptcy|1|8.842350343413807|-1.0|-1.0
1612|constant|1|7.083358442917603|1.0|1.0
1612|fair|1|6.220861966667538|1.0|1.0
1612|finally|1|5.393042942050218|1.0|1.0
1612|fool|1|9.957827560833744|-1.0|-1.0
1612|noted|1|10.220861966667538|1.0|1.0
1612|optimism|1|11.5427900615549|1.0|1.0
1612|petroleum|1|10.957827560833744|0.0|0.0
1612|share|1|5.075184511471902|1.0|1.0
1612|suffering|1|7.898933871780176|-1.0|-1.0
1613|offer|1|5.372865060112588|1.0|1.0
1614|assets|1|5.884578578803105|1.0|1.0
1614|efficient|2|12.514775685385304|1.0|2.0
1614|mutual|2|13.915655121667488|1.0|2.0
1614|share|1|5.075184511471902|1.0|1.0
1614|solid|1|6.413507044609934|1.0|1.0
1614|tax|2|9.369618132854656|-1.0|-2.0
1614|vanguard|1|9.957827560833744|1.0|1.0
1615|case|2|9.142493015208256|-1.0|-2.0
1615|important|1|2.551268215479205|1.0|1.0
1615|negative|1|5.722611099139712|-1.0|-1.0
1615|neglect|1|10.957827560833744|-1.0|-1.0
1615|offset|1|7.787902559391432|1.0|1.0
1615|option|5|28.0013777810783|1.0|5.0
1615|pretty|1|5.531562806131646|1.0|1.0
1615|received|1|7.257387842692652|1.0|1.0
1615|strike|5|36.28693921346326|-1.0|-5.0
1616|exchange|1|5.76143034803024|1.0|1.0
1616|forget|1|7.684809066427328|-1.0|-1.0
1616|highest|1|6.957827560833744|0.0|0.0
1616|important|1|2.551268215479205|1.0|1.0
1616|lower|1|4.455327220304561|-1.0|-1.0
1616|lowest|1|8.15047263877614|-1.0|-1.0
1616|money|2|6.419269422488568|1.0|2.0
1616|offer|2|10.745730120225176|1.0|2.0
1616|primary|1|7.050936965225225|1.0|1.0
1616|top|1|5.343117716718536|1.0|1.0
1616|wrong|1|5.444757978594374|-1.0|-1.0
1617|ability|1|5.577005776892813|1.0|1.0
1617|excel|1|10.5427900615549|1.0|1.0
1617|loss|1|5.372865060112588|-1.0|-1.0
1618|benefit|1|6.116525306852802|1.0|1.0
1618|create|1|4.439502253142878|1.0|1.0
1618|crude|1|8.957827560833744|-1.0|-1.0
1618|devil|1|9.735435139497296|-1.0|-1.0
1618|dirty|1|8.220861966667538|-1.0|-1.0
1618|electric|1|7.735435139497296|1.0|1.0
1618|expect|1|6.15047263877614|1.0|1.0
1618|fundamental|1|7.787902559391432|1.0|1.0
1618|important|1|2.551268215479205|1.0|1.0
1618|level|2|9.812330882022502|1.0|2.0
1618|rising|2|14.58972509622263|1.0|2.0
1618|stocks|2|10.847697977662785|-1.0|-2.0
1619|cancel|1|8.5427900615549|-1.0|-1.0
1619|customer|1|6.814869606991701|1.0|1.0
1619|remove|1|6.735435139497296|-1.0|-1.0
1620|backward|1|9.5427900615549|-1.0|-1.0
1620|bonds|1|6.133399125417198|-1.0|-1.0
1620|decrease|1|7.635899465946381|-1.0|-1.0
1620|guarantee|1|7.185238056936816|1.0|1.0
1620|kind|1|4.225377447790031|1.0|1.0
1620|real|1|4.248169312663273|1.0|1.0
1620|risk|4|17.39213282853061|-1.0|-4.0
1620|scandal|1|8.735435139497296|-1.0|-1.0
1620|technology|1|5.684809066427328|1.0|1.0
1620|trick|1|8.019228105497888|-1.0|-1.0
1620|true|1|5.276003520859999|1.0|1.0
1621|assets|1|5.884578578803105|1.0|1.0
1621|expectation|2|19.915655121667488|1.0|2.0
1621|including|1|3.74512853570114|1.0|1.0
1621|leverage|2|18.745730120225176|1.0|2.0
1621|practice|1|5.455327220304561|1.0|1.0
1621|risk|4|17.39213282853061|-1.0|-4.0
1621|risky|2|13.684700686827616|-1.0|-2.0
1621|speculation|1|8.735435139497296|-1.0|-1.0
1621|word|1|6.167750630207975|1.0|1.0
1622|ethical|1|8.45532722030456|1.0|1.0
1622|job|1|5.042944174471695|1.0|1.0
1622|level|1|4.906165441011251|1.0|1.0
1622|lose|1|5.50936706001745|-1.0|-1.0
1622|model|3|19.83615817197604|1.0|3.0
1622|money|1|3.209634711244284|1.0|1.0
1622|rating|2|18.44172393333508|-1.0|-2.0
1622|retirement|1|6.202940058670276|0.0|0.0
1622|risk|1|4.348033207132652|-1.0|-1.0
1622|save|1|5.635899465946381|1.0|1.0
1622|word|1|6.167750630207975|1.0|1.0
1622|worry|1|6.660147012193059|-1.0|-1.0
1623|fool|1|9.957827560833744|-1.0|-1.0
1623|good|1|2.8650704199138914|1.0|1.0
1624|good|1|2.8650704199138914|1.0|1.0
1624|risk|1|4.348033207132652|-1.0|-1.0
1625|bad|1|4.703586273457956|-1.0|-1.0
1625|cutter|1|10.5427900615549|-1.0|-1.0
1625|insure|1|10.220861966667538|1.0|1.0
1625|protect|2|9.56247765822084|1.0|2.0
1625|risk|3|13.044099621397958|-1.0|-3.0
1625|word|1|6.167750630207975|1.0|1.0
1625|wrong|1|5.444757978594374|-1.0|-1.0
1626|bad|1|4.703586273457956|-1.0|-1.0
1626|cheap|1|6.870364719583405|-1.0|-1.0
1626|customer|1|6.814869606991701|1.0|1.0
1626|forget|1|7.684809066427328|-1.0|-1.0
1626|hideous|1|12.5427900615549|-1.0|-1.0
1626|include|1|4.418668749725713|1.0|1.0
1626|job|2|10.08588834894339|1.0|2.0
1626|obvious|1|7.413507044609934|1.0|1.0
1626|shame|1|10.5427900615549|-1.0|-1.0
1627|bad|1|4.703586273457956|-1.0|-1.0
1627|case|1|4.571246507604128|-1.0|-1.0
1627|cash|1|5.372865060112588|1.0|1.0
1627|complicated|1|6.612052723992014|-1.0|-1.0
1627|counselor|2|18.166716885835207|1.0|2.0
1627|credit|4|19.566953481503887|1.0|4.0
1627|good|1|2.8650704199138914|1.0|1.0
1627|hit|1|6.034995421356204|-1.0|-1.0
1627|honest|1|8.220861966667538|1.0|1.0
1627|hope|1|4.697300010610525|1.0|1.0
1627|improving|1|7.33333669592595|1.0|1.0
1627|interest|1|4.78123882911042|1.0|1.0
1627|luck|1|7.635899465946381|1.0|1.0
1627|main|1|4.537165512361022|1.0|1.0
1627|negotiate|1|8.45532722030456|1.0|1.0
1627|pay|3|11.00803784711857|1.0|3.0
1627|payment|1|5.588593751168025|-1.0|-1.0
1627|pretty|2|11.063125612263292|1.0|2.0
1627|problem|1|4.654046812656641|-1.0|-1.0
1627|score|3|19.907698397839145|1.0|3.0
1627|strongly|1|7.257387842692652|1.0|1.0
1627|tough|1|7.842350343413808|-1.0|-1.0
1628|confusion|1|7.635899465946381|-1.0|-1.0
1628|create|1|4.439502253142878|1.0|1.0
1628|crisis|2|16.038456210995776|-1.0|-2.0
1628|default|1|7.455327220304561|-1.0|-1.0
1628|disconnect|1|9.735435139497296|-1.0|-1.0
1628|evade|1|11.5427900615549|-1.0|-1.0
1628|facts|1|7.735435139497296|1.0|1.0
1628|gold|1|7.455327220304561|1.0|1.0
1628|hearing|1|7.294862548111315|-1.0|-1.0
1628|household|1|8.635899465946382|1.0|1.0
1628|ignorance|1|12.5427900615549|-1.0|-1.0
1628|interested|1|6.787902559391432|1.0|1.0
1628|monetary|1|9.5427900615549|1.0|1.0
1628|money|2|6.419269422488568|1.0|2.0
1628|pay|1|3.669345949039524|1.0|1.0
1628|study|1|6.294862548111315|1.0|1.0
1628|waste|1|6.787902559391432|-1.0|-1.0
1629|accurate|2|12.370476113873632|1.0|2.0
1629|agree|1|6.372865060112588|1.0|1.0
1629|balance|1|5.393042942050218|1.0|1.0
1629|bankrupt|1|9.220861966667538|-1.0|-1.0
1629|cash|5|26.86432530056294|1.0|5.0
1629|combat|1|9.220861966667538|-1.0|-1.0
1629|comprehensive|1|8.957827560833744|1.0|1.0
1629|customer|2|13.629739213983402|1.0|2.0
1629|erratic|1|12.5427900615549|-1.0|-1.0
1629|exchange|1|5.76143034803024|1.0|1.0
1629|expenses|1|5.787902559391432|-1.0|-1.0
1629|finally|2|10.786085884100435|1.0|2.0
1629|foreign|1|6.76143034803024|-1.0|-1.0
1629|fully|1|5.76143034803024|1.0|1.0
1629|gain|1|5.972934453223952|1.0|1.0
1629|giving|1|5.787902559391432|1.0|1.0
1629|goods|1|7.15047263877614|1.0|1.0
1629|inaccurate|1|9.957827560833744|-1.0|-1.0
1629|include|1|4.418668749725713|1.0|1.0
1629|income|11|49.9706906771039|0.0|0.0
1629|incompetence|1|12.5427900615549|-1.0|-1.0
1629|malfeasance|1|12.5427900615549|-1.0|-1.0
1629|management|5|30.926190284684083|1.0|5.0
1629|manipulation|1|9.220861966667538|-1.0|-1.0
1629|march|1|8.45532722030456|1.0|1.0
1629|money|1|3.209634711244284|1.0|1.0
1629|pick|1|6.393042942050218|1.0|1.0
1629|prepared|1|7.957827560833744|1.0|1.0
1629|prime|1|8.635899465946382|1.0|1.0
1629|public|1|5.3628809715399655|1.0|1.0
1629|question|3|14.547909312166723|1.0|3.0
1629|restrict|1|9.957827560833744|-1.0|-1.0
1629|stable|1|6.239009313377797|1.0|1.0
1629|statement|2|14.038456210995774|1.0|2.0
1629|terrible|1|8.083358442917604|-1.0|-1.0
1630|interest|1|4.78123882911042|1.0|1.0
1630|pay|1|3.669345949039524|1.0|1.0
1630|savings|1|6.067056630588502|1.0|1.0
1631|agreement|1|7.083358442917603|1.0|1.0
1631|avoid|1|4.735435139497296|-1.0|-1.0
1631|cool|1|6.372865060112588|1.0|1.0
1631|crash|1|8.294862548111315|-1.0|-1.0
1631|definitive|1|9.5427900615549|1.0|1.0
1631|found|1|5.423848988831392|1.0|1.0
1631|government|1|4.239009313377797|-1.0|-1.0
1631|include|1|4.418668749725713|1.0|1.0
1631|information|1|3.972934453223952|1.0|1.0
1631|intended|1|7.15047263877614|1.0|1.0
1631|interest|1|4.78123882911042|1.0|1.0
1631|lower|1|4.455327220304561|-1.0|-1.0
1631|minimum|2|14.58972509622263|-1.0|-2.0
1631|principal|1|8.45532722030456|1.0|1.0
1631|real|2|8.496338625326546|1.0|2.0
1631|wanting|1|8.957827560833744|-1.0|-1.0
1632|bad|1|4.703586273457956|-1.0|-1.0
1632|build|1|4.957827560833744|1.0|1.0
1632|credit|2|9.783476740751944|1.0|2.0
1632|good|1|2.8650704199138914|1.0|1.0
1633|decrease|1|7.635899465946381|-1.0|-1.0
1633|dependent|1|8.220861966667538|0.0|0.0
1633|include|1|4.418668749725713|1.0|1.0
1633|level|1|4.906165441011251|1.0|1.0
1633|lower|2|8.910654440609122|-1.0|-2.0
1633|lowering|1|9.220861966667538|-1.0|-1.0
1633|main|2|9.074331024722044|1.0|2.0
1633|missing|1|7.257387842692652|-1.0|-1.0
1633|producing|1|7.588593751168025|1.0|1.0
1633|question|1|4.849303104055575|1.0|1.0
1633|reason|1|3.9997582412996624|1.0|1.0
1634|buffet|1|10.5427900615549|-1.0|-1.0
1634|disservice|1|12.5427900615549|-1.0|-1.0
1634|efficient|1|6.257387842692652|1.0|1.0
1634|effort|1|7.083358442917603|1.0|1.0
1634|error|1|6.988201209877262|-1.0|-1.0
1634|good|1|2.8650704199138914|1.0|1.0
1634|ignore|1|7.5427900615549|-1.0|-1.0
1634|income|1|4.5427900615549|0.0|0.0
