term_str|n|max_pos|max_pos_group|p|i|df|dfidf|porter_stem|stop|sentiment
contact|126|NN|NOUN|0.000145221018322|12.749462105041475|98|1249.4472862940647|contact|False|1.0
contagious|9|JJ|ADJ|1.0372929880146558e-05|16.556817027099083|5|82.78408513549542|contagi|False|-1.0
contaminate|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|contamin|False|-1.0
contaminated|12|VBN|VERB|1.3830573173528744e-05|16.141779527820237|12|193.7013543338429|contamin|False|-1.0
contamination|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|contamin|False|-1.0
contempt|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|contempt|False|-1.0
content|120|NN|NOUN|0.0001383057317352|12.819851432932875|70|897.3896003053013|content|False|1.0
contentious|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|contenti|False|-1.0
continue|112|VB|VERB|0.0001290853496196|12.91938710648379|95|1227.34177511596|continu|False|1.0
contraband|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|contraband|False|-1.0
contradiction|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|contradict|False|-1.0
contradictory|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|contradictori|False|-1.0
contrary|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|contrari|False|-1.0
contrasted|2|VBN|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|contrast|False|-1.0
contribute|112|VB|VERB|0.0001290853496196|12.91938710648379|98|1266.099936435411|contribut|False|1.0
contributor|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|contributor|False|1.0
controversial|26|JJ|ADJ|2.9966241875978943e-05|15.026302310400302|25|375.65755776000753|controversi|False|-1.0
controversy|8|NN|NOUN|9.220382115685828e-06|16.726742028541395|7|117.08719419978976|controversi|False|-1.0
convenience|17|NN|NOUN|1.9593311995832388e-05|15.639279187291054|17|265.867746183948|conveni|False|1.0
convenient|45|JJ|ADJ|5.186464940073279e-05|14.23488893221172|41|583.6304462206805|conveni|False|1.0
convention|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|8|131.23851146923226|convent|False|1.0
convert|27|VB|VERB|3.1118789640439674e-05|14.971854526377925|24|359.3245086330702|convert|False|1.0
convict|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|convict|False|-1.0
conviction|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|2|35.45348405708279|convict|False|-1.0
convince|14|VB|VERB|1.61356687024502e-05|15.91938710648379|13|206.95203238428925|convinc|False|1.0
cool|84|JJ|VERB|9.68140122147012e-05|13.334424605762631|72|960.0785716149096|cool|False|1.0
cooperate|18|VB|VERB|2.074585976029312e-05|15.55681702709908|9|140.01135324389173|cooper|False|1.0
cooperating|4|VBG|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|cooper|False|1.0
cooperation|13|NN|NOUN|1.4983120937989471e-05|16.0263023104003|10|160.263023104003|cooper|False|1.0
cooperative|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|cooper|False|1.0
copy|55|NN|NOUN|6.339012704534008e-05|13.945382315016737|46|641.4875864907698|copi|False|-1.0
core|72|NN|NOUN|8.298343904117246e-05|13.55681702709908|46|623.6135832465577|core|False|1.0
corporal|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|corpor|False|-1.0
corporation|43|NN|NOUN|4.9559553871811335e-05|14.300477273839295|23|328.9109772983038|corpor|False|1.0
corpse|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|corps|False|-1.0
correction|7|NN|NOUN|8.0678343512251e-06|16.91938710648379|7|118.43570974538652|correct|False|-1.0
corrective|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|correct|False|1.0
correspondence|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|correspond|False|1.0
corrosion|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|corros|False|-1.0
corrosive|7|JJ|ADJ|8.0678343512251e-06|16.91938710648379|7|118.43570974538652|corros|False|-1.0
corrupt|12|JJ|ADJ|1.3830573173528744e-05|16.141779527820237|9|145.27601575038213|corrupt|False|-1.0
corruption|26|NN|NOUN|2.9966241875978943e-05|15.026302310400302|18|270.47344158720546|corrupt|False|-1.0
cosy|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|cosi|False|1.0
cough|39|NN|NOUN|4.4949362813968416e-05|14.441339809679146|20|288.82679619358294|cough|False|-1.0
council|14|NN|NOUN|1.61356687024502e-05|15.91938710648379|11|175.1132581713217|council|False|1.0
counsel|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|counsel|False|1.0
counselor|12|NN|NOUN|1.3830573173528744e-05|16.141779527820237|11|177.5595748060226|counselor|False|1.0
count|64|VB|VERB|7.376305692548663e-05|13.726742028541397|52|713.7905854841525|count|False|1.0
courage|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|courag|False|1.0
courtesy|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|courtesi|False|1.0
covenant|21|NNP|NOUN|2.4203503053675303e-05|15.334424605762631|5|76.67212302881316|coven|False|1.0
covet|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|covet|False|-1.0
coward|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|coward|False|-1.0
crack|37|NN|NOUN|4.264426728504696e-05|14.517288662912444|18|261.311195932424|crack|False|-1.0
cracked|6|VBN|VERB|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|crack|False|-1.0
craft|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|craft|False|1.0
craftsman|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|craftsman|False|1.0
cramped|2|VBD|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|cramp|False|-1.0
crank|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|crank|False|-1.0
cranky|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|cranki|False|-1.0
crap|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|4|68.56711811128095|crap|False|-1.0
crash|25|NN|NOUN|2.881369411151821e-05|15.08288583876667|19|286.57483093656674|crash|False|-1.0
crawl|4|VBP|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|crawl|False|-1.0
crazed|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|craze|False|-1.0
crazy|26|JJ|ADJ|2.9966241875978943e-05|15.026302310400302|17|255.44713927680516|crazi|False|-1.0
cream|41|NN|NOUN|4.725445834288987e-05|14.369190023923313|33|474.1832707894693|cream|False|1.0
create|341|VB|VERB|0.0003930187876811|11.313114099517222|275|3111.106377367236|creat|False|1.0
creative|19|JJ|ADJ|2.1898407524753844e-05|15.478814515097808|15|232.18221772646712|creativ|False|1.0
creature|21|NN|NOUN|2.4203503053675303e-05|15.334424605762631|7|107.34097224033844|creatur|False|-1.0
credential|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|credenti|False|1.0
credibility|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|credibl|False|1.0
credible|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|credibl|False|1.0
credit|774|NN|NOUN|0.0008920719696926|10.130552272396985|201|2036.2410067517933|credit|False|1.0
credited|10|VBN|VERB|1.1525477644607286e-05|16.404813933654033|9|147.6433254028863|credit|False|1.0
creep|3|VB|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|creep|False|-1.0
crime|129|NN|NOUN|0.0001486786616154|12.71551477311814|70|890.0860341182697|crime|False|-1.0
criminal|30|JJ|ADJ|3.457643293382186e-05|14.819851432932875|25|370.4962858233219|crimin|False|-1.0
crisis|41|NN|NOUN|4.725445834288987e-05|14.369190023923313|23|330.4913705502361|crisi|False|-1.0
crisp|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|crisp|False|-1.0
criticism|21|NN|NOUN|2.4203503053675303e-05|15.334424605762631|17|260.68521829796475|critic|False|-1.0
criticize|4|VBP|VERB|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|critic|False|-1.0
critique|1|NNP|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|critiqu|False|1.0
cross|28|NN|NOUN|3.22713374049004e-05|14.91938710648379|20|298.38774212967576|cross|False|-1.0
crucial|5|JJ|ADJ|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|crucial|False|1.0
crude|15|JJ|NOUN|1.728821646691093e-05|15.819851432932875|12|189.8382171951945|crude|False|-1.0
cruel|5|JJ|ADJ|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|cruel|False|-1.0
cruelly|1|RB|ADV|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|cruelli|False|-1.0
crumbling|1|VBG|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|crumbl|False|-1.0
crunch|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|crunch|False|-1.0
crushed|15|VBN|VERB|1.728821646691093e-05|15.819851432932875|13|205.65806862812735|crush|False|-1.0
crushing|4|VBG|VERB|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|crush|False|-1.0
cry|11|VBP|VERB|1.2678025409068016e-05|16.2673104099041|8|130.1384832792328|cri|False|-1.0
crying|25|VBG|VERB|2.881369411151821e-05|15.08288583876667|12|180.99463006520003|cri|False|-1.0
crystal|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|7|114.83369753557824|crystal|False|1.0
cuddle|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|cuddl|False|1.0
culprit|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|culprit|False|-1.0
cult|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|5|82.02406966827016|cult|False|-1.0
cultivate|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|cultiv|False|1.0
cultivated|1|VBN|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|cultiv|False|1.0
cultivation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|cultiv|False|1.0
culture|117|NN|NOUN|0.0001348480884419|12.85637730895799|83|1067.0793166435133|cultur|False|1.0
curable|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|curabl|False|1.0
curiosity|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|curios|False|1.0
curl|4|VB|VERB|4.610191057842914e-06|17.726742028541395|3|53.18022608562418|curl|False|1.0
curse|13|NN|NOUN|1.4983120937989471e-05|16.0263023104003|5|80.1315115520015|curs|False|-1.0
cursing|2|VBG|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|curs|False|-1.0
cursory|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|cursori|False|-1.0
cushion|15|NN|NOUN|1.728821646691093e-05|15.819851432932875|14|221.47792006106025|cushion|False|1.0
customer|79|NN|NOUN|9.105127339239755e-05|13.42296128036429|53|711.4169478593074|custom|False|1.0
cute|14|JJ|ADJ|1.61356687024502e-05|15.91938710648379|6|95.51632263890274|cute|False|1.0
cutter|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|4|66.22726810839633|cutter|False|-1.0
cutting|55|VBG|VERB|6.339012704534008e-05|13.945382315016737|37|515.9791456556192|cut|False|-1.0
cyanide|2|VB|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|cyanid|False|-1.0
cyst|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|cyst|False|-1.0
daft|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|daft|False|-1.0
damage|195|NN|NOUN|0.0002247468140698|12.119411714791784|142|1720.956463500433|damag|False|-1.0
damages|29|NNS|NOUN|3.342388516936113e-05|14.868761033413822|16|237.90017653462115|damag|False|-1.0
dame|4|NNP|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|dame|False|1.0
damn|9|RB|ADV|1.0372929880146558e-05|16.556817027099083|9|149.01135324389173|damn|False|-1.0
damned|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|damn|False|-1.0
dance|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|danc|False|1.0
danger|32|NN|NOUN|3.6881528462743314e-05|14.726742028541397|29|427.0755188277004|danger|False|-1.0
dangerous|140|JJ|ADJ|0.0001613566870245|12.597459011596428|122|1536.889999414764|danger|False|-1.0
darken|1|VBP|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|darken|False|-1.0
darkness|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|4|68.56711811128095|dark|False|-1.0
dashed|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|dash|False|-1.0
daughter|28|NN|NOUN|3.22713374049004e-05|14.91938710648379|14|208.87141949077304|daughter|False|1.0
dawn|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|dawn|False|1.0
deactivate|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|deactiv|False|-1.0
deadly|20|RB|ADV|2.305095528921457e-05|15.404813933654031|19|292.6914647394266|deadli|False|-1.0
deal|119|NN|NOUN|0.0001371531839708|12.83192426523345|98|1257.528577992878|deal|False|1.0
dear|16|JJ|NOUN|1.8440764231371657e-05|15.726742028541397|15|235.9011304281209|dear|False|1.0
death|125|NN|NOUN|0.0001440684705575|12.760957743879306|82|1046.398534998103|death|False|-1.0
debate|26|NN|NOUN|2.9966241875978943e-05|15.026302310400302|25|375.65755776000753|debat|False|1.0
debris|13|NN|NOUN|1.4983120937989471e-05|16.0263023104003|12|192.3156277248036|debri|False|-1.0
debt|176|NN|NOUN|0.000202848406545|12.267310409904097|104|1275.800282630026|debt|False|-1.0
debtor|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|debtor|False|-1.0
decay|27|NN|NOUN|3.1118789640439674e-05|14.971854526377925|22|329.3807995803144|decay|False|-1.0
decayed|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|decay|False|-1.0
deceased|7|JJ|ADJ|8.0678343512251e-06|16.91938710648379|4|67.67754842593516|deceas|False|-1.0
deceive|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|deceiv|False|-1.0
decent|16|JJ|ADJ|1.8440764231371657e-05|15.726742028541397|13|204.44764637103813|decent|False|1.0
deception|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|decept|False|-1.0
deceptive|6|JJ|ADJ|6.915286586764372e-06|17.141779527820237|3|51.42533858346072|decept|False|-1.0
decline|22|NN|NOUN|2.535605081813603e-05|15.267310409904097|20|305.3462081980819|declin|False|-1.0
declining|13|VBG|VERB|1.4983120937989471e-05|16.0263023104003|6|96.1578138624018|declin|False|-1.0
decomposition|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|decomposit|False|-1.0
decrease|39|VB|VERB|4.4949362813968416e-05|14.441339809679146|30|433.2401942903744|decreas|False|-1.0
decrepit|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|decrepit|False|-1.0
dedication|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|dedic|False|1.0
deduct|16|VB|VERB|1.8440764231371657e-05|15.726742028541397|14|220.17438839957956|deduct|False|-1.0
defamation|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|2|32.809627867308066|defam|False|-1.0
default|40|NN|NOUN|4.610191057842914e-05|14.404813933654031|34|489.76367374423705|default|False|-1.0
defeat|10|VB|VERB|1.1525477644607286e-05|16.404813933654033|10|164.04813933654032|defeat|False|-1.0
defeated|10|VBD|VERB|1.1525477644607286e-05|16.404813933654033|9|147.6433254028863|defeat|False|-1.0
defect|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|defect|False|-1.0
defective|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|defect|False|-1.0
defend|31|VB|VERB|3.5728980698282586e-05|14.772545718154518|27|398.858734390172|defend|False|1.0
defended|2|VBN|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|defend|False|1.0
defending|5|VBG|VERB|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|defend|False|1.0
defense|33|NN|NOUN|3.803407622720405e-05|14.68234790918294|29|425.78808936630526|defens|False|1.0
defiance|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|defianc|False|-1.0
defiant|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|defiant|False|-1.0
deficiency|12|NN|NOUN|1.3830573173528744e-05|16.141779527820237|12|193.7013543338429|defici|False|-1.0
deficit|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|5|85.70889763910118|deficit|False|-1.0
definitive|8|JJ|ADJ|9.220382115685828e-06|16.726742028541395|8|133.81393622833116|definit|False|1.0
deflate|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|deflat|False|-1.0
deflation|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|5|85.70889763910118|deflat|False|-1.0
deform|3|VB|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|deform|False|-1.0
deformed|6|VBN|VERB|6.915286586764372e-06|17.141779527820237|5|85.70889763910118|deform|False|-1.0
deformity|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|3|51.42533858346072|deform|False|-1.0
defraud|1|VB|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|defraud|False|-1.0
degradation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|degrad|False|-1.0
degrade|3|VB|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|degrad|False|-1.0
degrading|2|VBG|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|degrad|False|-1.0
degree|63|NN|NOUN|7.26105091610259e-05|13.749462105041475|44|604.976332621825|degre|False|1.0
delay|22|NN|NOUN|2.535605081813603e-05|15.267310409904097|20|305.3462081980819|delay|False|-1.0
delayed|10|VBN|VERB|1.1525477644607286e-05|16.404813933654033|9|147.6433254028863|delay|False|-1.0
delegate|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|2|36.28355905564048|deleg|False|1.0
deliberate|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|deliber|False|1.0
delicious|8|JJ|ADJ|9.220382115685828e-06|16.726742028541395|7|117.08719419978976|delici|False|1.0
delight|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|delight|False|1.0
delighted|2|VBD|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|delight|False|1.0
delinquent|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|delinqu|False|-1.0
delirious|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|deliri|False|-1.0
delivery|29|NN|NOUN|3.342388516936113e-05|14.868761033413822|25|371.7190258353456|deliveri|False|1.0
delusion|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|delus|False|-1.0
delusional|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|delusion|False|-1.0
demand|113|NN|NOUN|0.000130237897384|12.906563066126209|88|1135.7775498191063|demand|False|-1.0
demanding|8|VBG|VERB|9.220382115685828e-06|16.726742028541395|7|117.08719419978976|demand|False|-1.0
dementia|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|dementia|False|-1.0
democracy|33|NN|NOUN|3.803407622720405e-05|14.68234790918294|21|308.32930609284176|democraci|False|1.0
demolition|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|demolit|False|-1.0
demon|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|demon|False|-1.0
demonic|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|demon|False|-1.0
denial|11|NNP|NOUN|1.2678025409068016e-05|16.2673104099041|9|146.40579368913689|denial|False|-1.0
denied|5|VBN|VERB|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|deni|False|-1.0
deny|2|VBP|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|deni|False|-1.0
denying|2|VBG|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|deni|False|-1.0
dependence|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|depend|False|-1.0
dependency|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|depend|False|-1.0
dependent|27|JJ|ADJ|3.1118789640439674e-05|14.971854526377925|20|299.4370905275585|depend|False|0.0
depreciate|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|depreci|False|-1.0
depreciated|3|VBN|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|depreci|False|-1.0
depreciation|14|NN|NOUN|1.61356687024502e-05|15.91938710648379|11|175.1132581713217|depreci|False|-1.0
depressed|9|JJ|ADJ|1.0372929880146558e-05|16.556817027099083|8|132.45453621679266|depress|False|-1.0
depression|57|NN|NOUN|6.569522257426154e-05|13.893852014376652|28|389.0278564025463|depress|False|-1.0
deprivation|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|4|65.61925573461613|depriv|False|-1.0
depth|20|NN|NOUN|2.305095528921457e-05|15.404813933654031|18|277.2866508057726|depth|False|1.0
deranged|1|VBN|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|derang|False|-1.0
derogatory|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|derogatori|False|-1.0
desert|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|4|68.56711811128095|desert|False|-1.0
deserted|1|VBN|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|desert|False|-1.0
deserve|7|VB|VERB|8.0678343512251e-06|16.91938710648379|6|101.51632263890274|deserv|False|1.0
deserved|1|VBD|VERB|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|deserv|False|1.0
designer|4|NN|NOUN|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|design|False|1.0
desirable|8|JJ|ADJ|9.220382115685828e-06|16.726742028541395|8|133.81393622833116|desir|False|1.0
desiring|2|VBG|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|desir|False|1.0
despair|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|despair|False|-1.0
desperate|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|desper|False|-1.0
destination|21|NN|NOUN|2.4203503053675303e-05|15.334424605762631|17|260.68521829796475|destin|False|1.0
destroyed|29|VBN|VERB|3.342388516936113e-05|14.868761033413822|25|371.7190258353456|destroy|False|-1.0
destroying|10|VBG|VERB|1.1525477644607286e-05|16.404813933654033|10|164.04813933654032|destroy|False|-1.0
destruction|19|NN|NOUN|2.1898407524753844e-05|15.478814515097808|19|294.09747578685835|destruct|False|-1.0
destructive|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|destruct|False|-1.0
detain|8|VB|VERB|9.220382115685828e-06|16.726742028541395|3|50.18022608562418|detain|False|-1.0
detect|46|VB|VERB|5.301719716519352e-05|14.20318007248438|41|582.3303829718596|detect|False|1.0
detection|7|NN|NOUN|8.0678343512251e-06|16.91938710648379|6|101.51632263890274|detect|False|1.0
detention|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|detent|False|-1.0
deteriorate|3|VB|VERB|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|deterior|False|-1.0
deterioration|2|NN|NOUN|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|deterior|False|-1.0
determination|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|determin|False|1.0
determined|52|VBN|VERB|5.993248375195789e-05|14.026302310400302|49|687.2888132096148|determin|False|1.0
detrimental|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|detriment|False|-1.0
devastating|3|JJ|ADJ|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|devast|False|-1.0
devastation|1|NN|NOUN|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|devast|False|-1.0
develop|100|VB|VERB|0.000115254776446|13.08288583876667|88|1151.293953811467|develop|False|1.0
devil|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|7|115.89771918969358|devil|False|-1.0
devotional|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|devot|False|1.0
diagnosis|42|NN|NOUN|4.840700610735061e-05|14.334424605762631|34|487.3704365959295|diagnosi|False|-1.0
diamond|42|NN|NOUN|4.840700610735061e-05|14.334424605762631|6|86.0065476345758|diamond|False|1.0
dictator|9|NN|NOUN|1.0372929880146558e-05|16.556817027099083|5|82.78408513549542|dictat|False|-1.0
dictatorship|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|4|69.61925573461613|dictatorship|False|-1.0
dictionary|18|NN|NOUN|2.074585976029312e-05|15.55681702709908|6|93.34090216259447|dictionari|False|1.0
die|63|VB|VERB|7.26105091610259e-05|13.749462105041475|50|687.4731052520739|die|False|-1.0
dietary|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|dietari|False|1.0
difficulties|10|NNS|NOUN|1.1525477644607286e-05|16.404813933654033|8|131.23851146923226|difficulti|False|-1.0
difficulty|51|NN|NOUN|5.8779935987497165e-05|14.054316686569898|38|534.0640340896562|difficulti|False|-1.0
dignified|2|JJ|ADJ|2.305095528921457e-06|18.726742028541395|1|18.726742028541395|dignifi|False|1.0
dignity|6|NN|NOUN|6.915286586764372e-06|17.141779527820237|6|102.85067716692144|digniti|False|1.0
diligence|10|NN|NOUN|1.1525477644607286e-05|16.404813933654033|10|164.04813933654032|dilig|False|1.0
dilute|4|JJ|ADJ|4.610191057842914e-06|17.726742028541395|4|70.90696811416558|dilut|False|-1.0
diminish|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|diminish|False|-1.0
diminished|2|VBN|VERB|2.305095528921457e-06|18.726742028541395|2|37.45348405708279|diminish|False|-1.0
dinner|3|NN|NOUN|3.457643293382186e-06|18.14177952782024|3|54.42533858346072|dinner|False|1.0
diplomacy|5|NN|NOUN|5.762738822303643e-06|17.404813933654033|5|87.02406966827016|diplomaci|False|1.0
diplomatic|9|JJ|ADJ|1.0372929880146558e-05|16.556817027099083|8|132.45453621679266|diplomat|False|1.0
dire|1|JJ|ADJ|1.1525477644607286e-06|19.726742028541395|1|19.726742028541395|dire|False|-1.0
director|24|NN|NOUN|2.7661146347057487e-05|15.14177952782024|12|181.7013543338429|director|False|1.0
dirt|38|NN|NOUN|4.379681504950769e-05|14.478814515097808|34|492.2796935133255|dirt|False|-1.0
dirty|21|JJ|ADJ|2.4203503053675303e-05|15.334424605762631|20|306.68849211525264|dirti|False|-1.0
